Date,Name,Year,Letterboxd URI
2025-08-11,Magnolia,1999,https://boxd.it/2aze
2025-08-14,The Man from Earth,2007,https://boxd.it/1Ql2
2025-08-26,A Chinese Ghost Story,1987,https://boxd.it/1lmI
2025-08-26,Suicide Club,2001,https://boxd.it/1RkY
2025-08-27,The Smashing Machine,2025,https://boxd.it/syUC
2025-08-28,"Synecdoche, New York",2008,https://boxd.it/23zw
2025-09-01,Confessions,2010,https://boxd.it/uRS
2025-09-01,Night Moves,1975,https://boxd.it/1hRM
2025-09-02,Hiruko the Goblin,1991,https://boxd.it/163c
2025-09-08,Miami Blues,1990,https://boxd.it/1N5g
2025-09-10,Resurrection of the Little Match Girl,2002,https://boxd.it/PcQ
2025-09-14,The War of the Worlds: Next Century,1981,https://boxd.it/5CKq
2025-09-16,Lake Mungo,2008,https://boxd.it/1rWM
2025-09-16,Occult,2009,https://boxd.it/3VFU
2025-09-18,Avalon,2001,https://boxd.it/1V9K
2025-09-18,Patlabor 2: The Movie,1993,https://boxd.it/1NP4
2025-09-18,Patlabor: The Movie,1989,https://boxd.it/1NPe
2025-09-19,Cop,1988,https://boxd.it/1iuY
2025-09-19,Freeway,1996,https://boxd.it/1Uju
2025-09-19,Nemesis,1992,https://boxd.it/1y3u
2025-09-19,The Red Spectacles,1987,https://boxd.it/1lMc
2025-09-21,Nine Inch Nails: Broken,1993,https://boxd.it/UPtu
2025-09-21,The Threshold HouseBoys Choir: Form Grows Rampant,2007,https://boxd.it/lpeI
2025-09-21,Vampire Hunter D: Bloodlust,2000,https://boxd.it/1L3i
2025-09-21,A Simple Plan,1998,https://boxd.it/1WMo
2025-09-22,Neo Tokyo,1987,https://boxd.it/18ls
2025-09-22,Demon City Shinjuku,1988,https://boxd.it/SBk
2025-09-24,Dollman,1991,https://boxd.it/2cug
2025-09-24,Trust,1990,https://boxd.it/18Co
2025-09-25,Sole Survivor,1984,https://boxd.it/1n5Y
2025-09-26,Vampire Hunter D,1985,https://boxd.it/1YCg
2025-09-27,The Seventh Curse,1986,https://boxd.it/12XA
2025-09-28,City on Fire,1987,https://boxd.it/XGY
2025-09-28,Full Contact,1992,https://boxd.it/1sAC
2025-09-29,Tokyo: The Last Megalopolis,1988,https://boxd.it/2ACS
2025-10-01,Raising Cain,1992,https://boxd.it/1P5C
2025-10-09,Street Trash,1987,https://boxd.it/1AWw
2025-10-10,Stop!,1970,https://boxd.it/dVXE
2025-10-10,Personal Problems,1980,https://boxd.it/bUtY
2025-10-15,Skinned Deep,2004,https://boxd.it/3nke
2025-10-17,A Scanner Darkly,2006,https://boxd.it/25jK
2025-10-17,Phase IV,1974,https://boxd.it/iDY
2025-10-22,Lifeforce,1985,https://boxd.it/1SGw
2025-10-24,No Other Choice,2025,https://boxd.it/nKiA
2025-10-27,Resurrection,2025,https://boxd.it/x9DG
2025-10-28,The Navigator: A Medieval Odyssey,1988,https://boxd.it/1dz0
2025-10-28,Beauty and the Beast,1946,https://boxd.it/29UA
2025-11-05,Angel Cop,1989,https://boxd.it/Oi1q
2025-11-08,Body Snatchers,1993,https://boxd.it/23UE
2025-11-12,Sentimental Value,2025,https://boxd.it/GwcG
2025-11-16,Night of the Juggler,1980,https://boxd.it/Rlq
2025-11-16,The Man Who Haunted Himself,1970,https://boxd.it/23GC
2025-11-21,Tales from the Crypt,1972,https://boxd.it/14Qc
2025-11-24,Yi Yi,2000,https://boxd.it/1vCw
2025-11-25,One Hour Photo,2002,https://boxd.it/1YT2
2025-11-25,Angst,1983,https://boxd.it/1G46
2025-11-27,Windy City Heat,2003,https://boxd.it/Lty
2025-11-29,The Blair Witch Project,1999,https://boxd.it/26ua
2025-11-29,Noroi: The Curse,2005,https://boxd.it/1BN6
2025-11-29,Ring,1998,https://boxd.it/26tw
2025-11-30,A Field in England,2013,https://boxd.it/5tmk
2025-11-30,In the Earth,2021,https://boxd.it/s652
2025-12-05,The Night of the Hunted,1980,https://boxd.it/1ncA
2025-12-08,A Private Life,2025,https://boxd.it/NeQs
2025-12-08,Pale Flower,1964,https://boxd.it/dGS
2025-12-08,Crank: High Voltage,2009,https://boxd.it/1MPs
2025-12-08,The Handmaiden,2016,https://boxd.it/948A
2025-12-09,Cronos,1992,https://boxd.it/1TjS
2025-12-12,Dead Man,1995,https://boxd.it/29h4
2025-12-12,Unforgiven,1992,https://boxd.it/6Z4
2025-12-13,The Limits of Control,2009,https://boxd.it/20po
2025-12-18,The Long Good Friday,1980,https://boxd.it/1NlS
2025-12-23,The Mastermind,2025,https://boxd.it/Q7ge
2025-12-28,Rabbit's Moon,1971,https://boxd.it/MkW
2026-01-11,PlayTime,1967,https://boxd.it/1WLK
2026-01-12,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1GRM
2026-01-12,Neon Genesis Evangelion,1995,https://boxd.it/ptEI
2026-01-12,Macross Plus: The Movie,1995,https://boxd.it/1GeK
2026-01-12,Macross Plus,1994,https://boxd.it/zv1o
2026-01-17,I'm Thinking of Ending Things,2020,https://boxd.it/i4IQ
2026-02-04,MadS,2024,https://boxd.it/M8qQ
2026-02-08,Firefly,2005,https://boxd.it/4mu0
2026-02-12,Kiss Kiss Bang Bang,2005,https://boxd.it/23c8
2026-02-17,The Upsetter: The Life and Music of Lee Scratch Perry,2008,https://boxd.it/2yTs
2026-02-21,Office Killer,1997,https://boxd.it/Fly
2026-02-24,Smoke Signals,1998,https://boxd.it/1CO0
2026-02-28,The Discreet Charm of the Bourgeoisie,1972,https://boxd.it/2440
2026-03-06,Necronomicon,1993,https://boxd.it/1gic
2026-03-09,Garlic Is as Good as Ten Mothers,1980,https://boxd.it/32aW
2026-03-09,Naked,1993,https://boxd.it/1BT4
2026-03-11,Amores Perros,2000,https://boxd.it/2bfu
